"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"3QUEGWMD","journalArticle","1993","LINDAU, CW; BOLLICH, PK","METHANE EMISSIONS FROM LOUISIANA 1ST AND RATOON CROP RICE","Soil Science","","0038-075X","10.1097/00010694-199307000-00006","","Field experiments were conducted to measure CH4 fluxes over the first and ratoon cropping seasons from a flooded Louisiana rice field. Treatment plots contained the semidwarf, early, long-grain rice cultivar Texmont, drill-seeded into a Crowley silt loam soil (Typic Albaqualfs). Main crop treatments were (i) urea (100 kg N ha-1) with rice plants, (ii) urea without plants and (iii) unfertilized plants; ratoon crop treatments consisted of (i) urea (84 kg N ha-1) with plants (ii) urea with plants plus rice straw (10 tons ha-1) and (iii) unfertilized plants. Methane emissions from the microplots were measured over the 77-day first crop and 73-day ratoon crop growing seasons. A closed-chamber technique was used to collect CH4 gas samples in the morning and afternoon hours. Significant urea fertilizer and rice straw effects were observed, and CH4 fluxes were highly variable over the two rice-cropping seasons. Over the main crop-growing season (77 days) approximately 50, 240, and 340 kg of CH4 ha-1 were released to the atmosphere from the urea without plants, unfertilized plants, and urea with plants treatments, respectively. Methane emissions from the ratoon crop (73 days) were 220, 520, and 1,490 kg ha-1 for the unfertilized plants, urea with plants, and urea with plants plus rice straw treatments, respectively. Approximately 1,830 kg of CH4 ha-1 were emitted from the urea-treated planted plots over the 150-day collection period provided the first crop straw was left in the field after harvest.","JUL  1993","2015-06-03 04:51:09","2015-06-03 04:51:09","","42-48","","1","156","","","","","","","","","","","","","","","","","WOS:A1993LP25200006","","","","relevant; search.rice; SPV; TS=(ratoon* NEAR/5 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HADIKKN","journalArticle","1995","Banker, B.C.; Kludze, H.K.; Alford, D.P.; DeLaune, R.D.; Lindau, C.W.","Methane sources and sinks in paddy rice soils: relationship to emissions","Agriculture, Ecosystems and Environment","","0167-8809","10.1016/0167-8809(94)00578-3","http://www.scopus.com/inward/record.url?eid=2-s2.0-0028993508&partnerID=40&md5=e0589733d1fbc4f8b5bbd4480ff287ec","Methane sources and sinks in a Louisiana rice soil and how they relate to atmospheric emissions were quantified. Total methane emission from the plant-soil system was compared with methane emission from surface soil between drill rows of rice (Oryza sativa L.). Results showed that over 95% of methane emitted to the atmosphere was through the rice plant. Average emission through the plant-soil system was 300 mg CH4 m-2 day-1 and 826 mg CH4 m-2 day-1 for the first and ratoon crops, respectively. By comparison average methane emission from soil between drill rows was 2.1 mg CH4 m-2 day-1 for the first crop and 12.7 mg CH4 m-2 day-1 for the ratoon crop. Significant methane oxidation was measured in the surface oxidized layer in the soil profile between drill rows. Treatment with methylfluoride inhibitor showed that methane emission from the soil would be five to ten times greater if oxidation did not occur in the surface layer. Laboratory studies of methane oxidation (also using methylfluoride) showed that approximately 30% of the methane in the rice root rhizosphere was being oxidized by methanotrophs. Results showed that methane oxidation in the surface oxidized soil layer and in the root rhizosphere play an important role on limiting atmospheric methane emissions from Louisiana paddy soils.","1995","2015-06-03 04:11:52","2015-06-03 20:34:31","","243-251","","3","53","","Agric. Ecosyst. Environ.","","","","","","","","English","","","Scopus","","","","","","","","ALL(ratoon* W/5 (oryza OR rice)) AND DOCTYPE (ar); Louisiana, USA; Methane emission; Methane oxidation; Oryza sativa; Paddy soil; ratoon* W/5 (oryza OR rice); relevant; Rhizosphere; rice soil; Root rhizosphere; ScienceDirect; Scopus; search.rice; SPV; USA, Louisiana","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"CR54B6NV","journalArticle","1938","Kh, DUKA S.","Methods of breeding cultivated perennial rye.","Selektsiya i semenovodstvo","","","","","Petkus rye was crossed with Secale montanum in 1930. The study of the F 2 to F 6 generations showed the perennial habit to be recessive and linked with brittle ear, which was dominant. Perennial segregates also showed a high degree of sterility, varying from 55 to 90 per cent. To remove these defects it is proposed to back-cross the perennial hybrids with cultivated rye or with hybrids with a tough rachis. Lysenko's method of growing different parts of a single plant in different conditions (Cf. ""Plant Breeding Abstracts"", Vol. IX, Abst. 233) is thought to be another possibility.","1938","2015-06-03 04:39:29","2015-06-03 04:39:29","","19-20","","8-9","","","","","","","","","","","","","","","","","","CABI:19391600719","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"A3TFDSBF","journalArticle","1981","Mudrova, N. L.; Poddubnaya-Arnol'di, V. A.","Microsporogenesis and gametogenesis in the perennial tetraploid rye Snegirevskaya 28.","Byul. Gl. botan. sada AN SSSR","","","","","Many disturbances in pollen grain development were found in this Soviet variety, including multinucleate pollen grains arising from additional divisions of the vegetative nuclei during microsporogenesis.","1981","2015-06-03 04:36:30","2015-06-03 04:36:30","","60-65","","120","","","","","","","","","","","","","","","","","","CABI:19821615854","","","","relevant; search.rye; SPV; TS=(perennial NEAR/1 (rye OR secale) NOT ""rye$grass""); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"RVIEC45T","journalArticle","1997","Irving, D.W.; Jideani, I.A.","Microstructure and composition of Digitaria exilis Stapf (acha): A potential crop","Cereal Chemistry","","00090352 (ISSN)","","http://www.scopus.com/inward/record.url?eid=2-s2.0-0030885680&partnerID=40&md5=45adceaed9c6a96fe65410ab27feb7f2","Microstructure of the mature caryopsis of Digitaria exilis Stapf was studied by light and scanning electron microscopy and compared to chemical composition. The general structure of the caryopsis was similar to that of other grains, notably the millets. Thin bracts (the palea and lemma) and two glumes encased the caryopsis which consists of the thin, compressed layers of pericarp, testa, and cuticle surrounding the endosperm and embryonic tissues. The endosperm consisted of a single layer of aleurone cells and the starchy endosperm. The aleurone layer was thin over most of the starchy endosperm and thicker at the junction of the embryo and starchy endosperm. Aleurone cells contained lipid droplets and protein bodies. The cell contents of the starchy endosperm consisted of simple, polyhedral starch granules, lipid droplets, and protein bodies. Protein bodies were more abundant toward the periphery, and diminished toward the central portion of the starchy endosperm. Cells in certain regions of the embryo contained few, small, spherical starch granules and an abundance of protein bodies. Protein bodies containing phytic acid inclusions were located in the scutellum of the embryo. Compositional analyses revealed that the grain contained 8.2% protein, 2.1% fat, 0.48% fiber, and 1.4% ash.","1997","2015-06-03 03:19:58","2015-06-03 03:19:58","","224-228","","3","74","","CEREAL CHEM.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); relevant; Scopus; search.grain; SPV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5HZBIR5H","journalArticle","2010","Van Tassel, David L.; DeHaan, Lee R.; Cox, Thomas S.","Missing domesticated plant forms: can artificial selection fill the gap?","Evolutionary Applications","","1752-4571","10.1111/j.1752-4571.2010.00132.x","http://www.scopus.com/inward/record.url?eid=2-s2.0-77957338902&partnerID=40&md5=285fd93503ccc2429cc9ca1233170dfe","In the course of their evolution, the angiosperms have radiated into most known plant forms and life histories. Their adaptation to a recently created habitat, the crop field, produced a novel form: the plant that allocates an unprecedented 30-60% of its net productivity to sexual structures. Long-lived trees, shrubs and vines of this form evolved, as did annual herbs. Perennial herb forms with increased allocation to asexual reproduction evolved, but there are no examples of perennial herbs with high sexual effort. We suggest that sowing seed into annually tilled fields favored shorter-lived herbs because of trade-offs between first-year seed production and relative growth rate and/or persistence. By propagating cuttings, people quickly domesticated tuber crops and large woody plants. Perennial herbs were too small to be efficiently propagated by cuttings, and the association between longevity, allogamy and genetic load made rapid domestication by sexual cycles unlikely. Perennial grain crops do not exist because they could not have evolved under the original set of conditions; however, they can be deliberately developed today through artificial phenotypic and genotypic selection.","SEP  2010","2015-06-03 04:20:19","2015-06-03 09:12:21","","434-452","","5-6","3","","Evol. Appl.","","","","","","","","English","","","","","","","WOS:000281311700004","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); ALL(perennial W/1 (oryza OR rice)) AND DOCTYPE(ar); Domestication; Life form; Lifespan; New crops; Perennial grains; relevant; Reproductive effort; Scopus; search.grain; search.rice; SPV; TS=(perennial NEAR/1 grain); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"84GFD8D5","journalArticle","2009","Scherr, S.J.; Sthapit, S.","Mitigating climate change through food and land use","Worldwatch Paper","","02708019 (ISSN)","","http://www.scopus.com/inward/record.url?eid=2-s2.0-80051766148&partnerID=40&md5=fb9a266534d6a2cb983747a3dc2a2720","L and makes up a quarter of Earth's surface, and its soil and plants hold three times as much carbon as the atmosphere. More than 30 percent of all greenhouse gas emissions arise from the land use sector. Thus, no strategy for mitigating global climate change can be complete or successful without reducing emissions from agriculture, forestry, and other land uses. Moreover, only land-based or ""terrestrial"" carbon sequestration offers the possibility today of large-scale removal of greenhouse gases from the atmosphere, through plant photosynthesis. Five major strategies for reducing and sequestering terrestrial greenhouse gas emissions are: • Enriching soil carbon. Soil is the third largest carbon pool on Earth's surface. Agricultural soils can be managed to reduce emissions by minimizing tillage, reducing use of nitrogen fertilizers, and preventing erosion. Soils can store the carbon captured by plants from the atmosphere by building up soil organic matter, which also has benefits for crop production. Adding biochar (biomass burned in a low-oxygen environment) can further enhance carbon storage in soil. • Farming with perennials. Perennial crops, grasses, palms, and trees constantly maintain and develop their root and woody biomass and associated carbon, while providing vegetative cover for soils. There is large potential to substitute annual tilled crops with perennials, particularly for animal feed and vegetable oils, as well as to incorporate woody perennials into annual cropping systems in agroforestry systems. • Climate-friendly livestock production. Rapid growth in demand for livestock products has triggered a huge rise in the number of animals, the concentration of wastes in feedlots and dairies, and the clearing of natural grasslands and forests for grazing. Livestock- related emissions of carbon and methane now account for 14.5 percent of total greenhouse gas emissions-more than the transport sector. A reduction in livestock numbers may be needed but production innovations can help, including rotational grazing systems, manure management, methane capture for biogas production, and improved feeds and feed additives. • Protecting natural habitat. The planet's 4 billion hectares of forests and 5 billion hectares of natural grasslands are a massive reservoir of carbon-both in vegetation above ground and in root systems below ground. As forests and grasslands grow, they remove carbon from the atmosphere. Deforestation, land clearing, and forest and grassland fires are major sources of greenhouse gas emissions. Incentives are needed to encourage farmers and land users to maintain natural vegetation through product certification, payments for climate services, securing tenure rights, and community fire control. The conservation of natural habitat will benefit biodiversity in the face of climate change. • Restoring degraded watersheds and rangelands. Extensive areas of the world have been denuded of vegetation through land clearing for crops or grazing and from overuse and poor management. Degradation has not only generated a huge amount of greenhouse gas emissions, but local people have lost a valuable livelihood asset as well as essential watershed functions. Restoring vegetative cover on degraded lands can be a win-win-win strategy for addressing climate change, rural poverty, and water scarcity. Agricultural communities can play a central role in fighting climate change. Even at a relatively low price for mitigating carbon emissions, improved land management could offset a quarter of global emissions from fossil fuel use in a year. In contrast, solutions for reducing emissions by carbon capture in the energy sector are unlikely to be widely utilized for decades and do not remove the greenhouse gases already in the atmosphere. To tackle the climate challenge, we need to pursue land use solutions in addition to efforts to improve energy efficiency and speed the transition to renewable energy. Yet so far, the international science and policy communities have been slow to embrace terrestrial climate action. Some fear that investments in land use will not produce ""real"" climate benefits, or that land use action would distract attention from investment in energy alternatives. There is also a concern that land management changes cannot be implemented quickly enough and at a scale that would make a difference to the climate. But most of these concerns are misplaced or can be addressed effectively now. While many land-use activities are not strictly ""permanent,"" there are numerous ways to ensure that commitments to reduce or offset emissions are strictly met, such as by using large-area programs and investing in reserve areas for insurance. Carbon sequestration through interventions such as agroforestry do not present any ""leakage"" problems, and the risks of leakage from avoided deforestation can be addressed through large-scale monitoring and project screening. Investments to overcome major barriers to farmer adoption of climate-friendly land use systems (such as lack of technical assistance, credit, or planting materials) are clearly ""additional,"" even when the interventions are themselves profitable to land users, and land uses with long-term profitability are far more permanent. Great strides have been made in devising methods for monitoring land-use carbon at field scales for many diverse practices and components of the landscape (soils, grasses, trees, animal wastes, etc.), and methods for integrated landscape-wide carbon assessment will soon be available. While there are institutional challenges to rapidly scaling up climate-friendly practices in diverse rural areas of the world, expertise can be tapped to overcome them-in rural development agencies, farmers' organizations, nongovernmental organizations, and private agricultural businesses. Institutional platforms exist in many countries to promote sustainable land management on a large scale. Community land use planning and action models are widely implemented and can be strngthened and adapted to address climate change mitigation as well as adaptation. The food industry is beginning to mobilize investments for climate action in its agricultural supply chains, in response to anticipated consumer demand and regulation. National policies can re-shape public investments and subsidies to support climate-friendly agriculture and land use. Indeed, the benefits for food security, rural livelihoods, and watershed and biodiversity protection that accompany wise, locally appropriate investments in land use will expand political support and new coalitions for climate action generally. They will be an attraction, not a distraction. To tap the full potential of land use mitigation, six principles for action are recommended: 1. Include the full range of terrestrial emission reduction, storage, and sequestration options in climate policy and investment; 2. Incorporate farming and land use investments in cap-and-trade systems; 3. Link terrestrial climate mitigation with adaptation, rural development, and conservation strategies; 4. Encourage large, area-based programs; 5. Encourage voluntary markets for greenhouse gas emission offsets from agriculture and land use; 6.Mobilize a worldwide, networked movement for climate-friendly food, forest, and other land-based production.","2009","2015-06-03 03:18:42","2015-06-03 21:05:46","","1-49","","179","","","Worldwatch Pap.","","","","","","","","English","","","Scopus","","","","","","","","action plan; ALL(perennial W/1 grain) AND DOCTYPE(ar); Animalia; Climate change; emission control; Environmental Monitoring; environmental policy; Food; Greenhouse gas; land management; land use planning; Mitigation; national planning; Poaceae; Profitability; relevant; Scopus; search.grain; soil emission; SPV; Sustainable development","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"BU9KN6EU","journalArticle","1981","Stinson, D. L.; Arkin, G. F.; Howell, T. A.","Modeling grain sorghum ratoon cropping and associated runoff and sediment losses","Transactions of the ASAE","","0001-2351","","http://eprints.icrisat.ac.in/9563/","Hydrologic and crop growth models were used to investigate the feasibility of ratoon cropping of grain sorghum in the Central Texas Blacklands. Studies of predicted yields for 1939-1978 showed that the probability of the soil water profile being fully recharged was only 2% and that yields with normal water levels were inadequate","1981","2015-06-04 06:54:46","2015-06-04 06:55:17","2015-06-04 06:54:46","631-635","","3","24","","","","","","","","","","","","","","","eprints.icrisat.ac.in","","","","","","relevant; search.sorghum; SPV; TS=(ratoon* NEAR/5 sorghum); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"X88BGQUP","journalArticle","2009","Prathepha, P.","Molecular analysis of utility of a retrotransposon, p-slnel-r2 in the asian wild rice and weedy rice populations","Pakistan Journal of Biological Sciences","","10288880 (ISSN)","10.3923/pjbs.2009.270.275","http://www.scopus.com/inward/record.url?eid=2-s2.0-67049144829&partnerID=40&md5=3afe101f28c79b6fb95ec8988570ee2d","The distribution of a retrotransposon, p-SINE1-r2 located at the waxy locus was analyzed by the PCR assay in the perennial wild rice (Oryza rufipogon) which inhabited in four isolated and six disturbed populations and in the weedy rice population. The level of clonality of the wild rice species was determined in populations subject to level of water supply and another disturbance. The results showed that all four isolated populations carried the genotype (-/-) and (-/+), while three genotypes (-/-), (-/+) and (+/+) was found on the six populations which grown near by rice fields. This finding was strongly supported the idea that the original wild rice populations of O. rufipogon exhibited prominent genotype (-/-) and (-/+) and mainly propagated by vegetative reproduction and the allele (+) which found in the wild rice plant with the genotype (+/+) may originated from gene flow from cultivated rice to wild rice. Weedy rice accessions used in this study showed the three genotypes based on this DNA locus. The distribution of this DNA locus in wild rice and weedy rice populations were deviated from the Hardy-Weinberg equilibrium. The perennial wild rice populations were annually under season drought (March to May of the year in Thailand, Laos and Cambodia), they tended to have small size clones with relatively high clonal diversity (i.e., number of genotypes), except for the population from Cambodia, which carried only the genotype (-/+). Although DNA maker used to detect genetic variation at population levels is too small, but this locus is very sensitive enough to be a useful indicator for genetic variation at the population level.","2009","2015-06-03 03:26:24","2015-06-03 21:01:43","","270-275","","3","12","","Pak. J. Biol. Sci.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 (oryza OR rice)) AND DOCTYPE(ar); article; Crop; Crops, Agricultural; DNA, Plant; Ecosystem; genetic polymorphism; Genetics; genetic variability; Genetic variation; Genotype; methodology; Oryza rufipogon; Oryza sativa; plant DNA; polymerase chain reaction; Polymorphism, Genetic; relevant; Retroelements; retroposon; Rice; Scopus; search.rice; SPV; Zizania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2K3ERABW","journalArticle","2015","Zhan, H.; Zhang, X.; Li, G.; Pan, Z.; Hu, J.; Li, X.; Qiao, L.; Jia, J.; Guo, H.; Chang, Z.; Yang, Z.","Molecular characterization of a new wheat-thinopyrum intermedium translocation line with resistance to powdery mildew and stripe rust","International Journal of Molecular Sciences","","16616596 (ISSN)","10.3390/ijms16012162","http://www.scopus.com/inward/record.url?eid=2-s2.0-84921739426&partnerID=40&md5=58a43e6cd534eea4245fa0a9fbd69bda","A new wheat-Thinopyrum translocation line CH13-21 was selected from the progenies derived from a cross between wheat-Th. intermedium partial amphiploid TAI7047 and wheat line Mianyang11. CH13-21 was characterized by using genomic in situ hybridization (GISH), multicolor-GISH (mc-GISH), multicolor-fluorescence in situ hybridization (mc-FISH) and chromosome-specific molecular markers. When inoculated with stripe rust and powdery mildew isolates, CH13-21 displayed novel resistance to powdery mildew and stripe rust which inherited from its Thinopyrum parent. The chromosomal counting analyses indicated that CH13-21 has 42 chromosomes, with normal bivalent pairing at metaphase I of meiosis. GISH probed by Th. intermedium genomic DNA showed that CH13-21 contained a pair of wheat-Th. intermedium translocated chromosomes. Sequential mc-FISH analyses probed by pSc119.2 and pAs1 clearly revealed that chromosome arm 6BS of CH13-21 was replaced by Thinopyrum chromatin in the translocation chromosome. The molecular markers analysis further confirmed that the introduced Th. intermedium chromatin in CH13-21 belonged to the long arm of homoeologous group 6 chromosome. Therefore, CH13-21 was a new T6BS.6Ai#1L compensating Robertsonian translocation line. It concludes that CH13-21 is a new genetic resource for wheat breeding programs providing novel variation for disease resistances.","2015","2015-06-03 03:16:27","2015-06-03 20:26:52","","2162-2173","","1","16","","Int. J. Mol. Sci.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); article; chromatin; chromosome analysis; controlled study; disease resistance; Erysiphales; fluorescence in situ hybridization; fungal plant disease; gene amplification; gene translocation; genomic DNA; genomic in situ hybridization; In situ hybridization; molecular marker; nonhuman; plant chromosome; plant gene; polymerase chain reaction; Powdery mildew; relevant; Robertsonia; Robertsonian chromosome translocation; Scopus; search.grain; seedling; SPV; Stripe rust; Thinopyrum; Thinopyrum intermedium; Translocation line; Triticum aestivum; Wheat","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"WEFPVVHQ","journalArticle","2001","Cai, X.; Jones, S.S.; Murray, T.D.","Molecular cytogenetic characterization of thinopyrum genomes conferring perennial growth habit in wheat-thinopyrum amphiploids","Plant Breeding","","01799541 (ISSN)","10.1046/j.1439-0523.2001.00560.x","http://www.scopus.com/inward/record.url?eid=2-s2.0-0035096163&partnerID=40&md5=65b54b6a11b7305a15f1320c4a899657","Seven wheat-Thinopyrum amphiploids, AT 3425. AgCs. PI 550710, PI 550711, PI 550712, PI 550713 and PI 550714, were evaluated for perennial growth habit in the field. Three of them. AgCs. AT 3425, and PI 550713, were identified as perennials. Fluorescent genomic in situ hybridization (FGISH) patterns of mitotic chromosomes indicated that AgCs had seven pairs of Thinopyrum chromosomes and 21 pairs of wheat chromosomes. PI 550713 and AT 3425 showed similar FGISH patterns of mitotic chromosomes with three pairs of wheat-Thinopyrum translocated chromosomes, seven pairs of Thinopyrum chromosomes, and 18 pairs of wheat chromosomes. Thinopyrum chromosome pairing in the F1 hybrid of AT 3425 with AgCs demonstrated differences between Thinopyrum genomes in these two amphiploids. Based on chromosome constitutions, pairing and reported pedigrees, AgCs and AT 3425 were identified as a wheat-Thinopyrum elongatum amphiploid and partial wheat-Thinopyrum ponticum amphiploid, respectively. Chromosome pairing in the F1 hybrid between AT 3425 and PI 550713 revealed that these two amphiploids contained the same Thinopyrum genome. Two different Thinopyrum genomes conferring perennial growth habit were identified from the perennial amphiploids and characterized cytogenetically.","2001","2015-06-03 03:19:46","2015-06-03 03:19:46","","21-26","","1","120","","Plant Breed.","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); amphiploidy; Chromosome pairing; chromosome translocation; cytogenetics; fluorescence in situ hybridization; gene identification; genetic screening; genomic in situ hybridization; hybrid; In situ hybridization; mitosis; Perennial growth habit; Plant breeding; Plant growth; relevant; Scopus; search.grain; SPV; Thinopyrum; Triticum aestivum","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Z92IGETB","journalArticle","2013","Sotowa, Masahiro; Ootsuka, Kenta; Kobayashi, Yuu; Hao, Yin; Tanaka, Katsunori; Ichitani, Katsuyuki; Flowers, Jonathan M.; Purugganan, Michael D.; Nakamura, Ikuo; Sato, Yo-Ichiro; Sato, Tadashi; Crayn, Darren; Simon, Bryan; Waters, Daniel L. E.; Henry, Robert J.; Ishikawa, Ryuji","Molecular relationships between Australian annual wild rice, Oryza meridionalis, and two related perennial forms","Rice","","1939-8425","10.1186/1939-8433-6-26","","Background: The perennial, Oryza rufipogon distributed from Asia to Australia and the annual O. meridionalis indigenous to Australia are AA genome species in the Oryza. However, recent research has demonstrated that the Australian AA genome perennial populations have maternal genomes more closely related to those of O. meridionalis than to those found in Asian populations of O. rufipogon suggesting that the Australian perennials may represent a new distinct gene pool for rice. Results: Analysis of an Oryza core collection covering AA genome species from Asia to Oceania revealed that some Oceania perennials had organellar genomes closely related to that of O meridionalis (meridionalis-type). O. rufipogon accessions from New Guinea carried either the meridionalis-type or rufirpogon-type (like O. rufipogon) organellar genomes. Australian perennials carried only the meridionalis-type organellar genomes when accompanied by the rufipogon-type nuclear genome. New accessions were collected to better characterize the Australian perennials, and their life histories (annual or perennial) were confirmed by field observations. All of the material collected carried only meridionalis-type organellar genomes. However, there were two distinct perennial groups. One of them carried an rufipogon-type nuclear genome similar to the Australian O. rufipogon in the core collection and the other carried an meridionalis-type nuclear genome not represented in the existing collection. Morphologically the rufipogon-type shared similarity with Asian O. rufipogon. The meridionalis-type showed some similarities to O. meridionalis such as the short anthers usually characteristic of annual populations. However, the meridionalis-type perennial was readily distinguished from O. meridionalis by the presence of a larger lemma and higher number of spikelets. Conclusion: Analysis of current accessions clearly indicated that there are two distinct types of Australian perennials. Both of them differed genetically from Asian O. rufipogon. One lineage is closely related to O. meridionalis and another to Asian O. rufipogon. The first was presumed to have evolved by divergence from O. meridionalis becoming differentiated as a perennial species in Australia indicating that it represents a new gene pool. The second, apparently derived from Asian O. rufipogon, possibly arrived in Australia later.","2013","2015-06-03 04:22:48","2015-06-03 09:21:23","","26","","","6","","","","","","","","","","English","","","","","","","WOS:000329808100003","","","","ALL(perennial W/1 (oryza OR rice)) AND DOCTYPE(ar); Annual; Australia; Genetic divergence; Oryza; Oryza meridionalis; Oryza rufipogon; Perennial; relevant; Scopus; search.rice; SPV; TS=(perennial NEAR/1 (oryza OR rice)); Web of Science; Zizania","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5G6AIM4K","journalArticle","1977","Brucher, H.","Morpho-genetic study of a perennial wild rice (Oryza sp.) from the Paraguayan Chaco.","SABRAO Journal","","1010-3902","","","Large stands of perennial wild rice (Oryza sp.) with a chromosome number of 2n = 24 were discovered during exploration of the humid Chaco region of Paraguay in 1972. The sp. did not appear to be an accidental introduction as a weed among rice seeds. With the exception of O. subulata, the neotropic Oryza spp. are tetraploid and are morphologically dissimilar from the Paraguayan wild rice. The wild rice is tentatively considered to be a diploid biotype of the latifolia complex, but it may be a new sp. Because of its profuse leaf production, it may have potential as a fodder crop for swampy areas.","1977","2015-06-03 04:24:02","2015-08-31 16:49:50","","80-90","","2","9","","","","","","","","","","","","","","","","","CABI:19780776543","","","","relevant; search.rice; SPV; TS=(perennial NEAR/1 (oryza OR rice)); Web of Science","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"G95HHFUQ","journalArticle","2010","Kaushal, P.; Khare, A.; Siddiqui, S.A.; Agrawal, A.; Paul, S.; Malaviya, D.R.; Roy, A.K.; Zadoo, S.N.","Morphological, cytological and reproductive characterization of tri-species hybrids (GOS) between Pennisetum glaucum, P. orientale and P. squamulatum","Euphytica","","00142336 (ISSN)","10.1007/s10681-010-0152-9","http://www.scopus.com/inward/record.url?eid=2-s2.0-77953322707&partnerID=40&md5=3ceafba78bbaed9bf1c78bce619ab1b3","New tri-species hybrids (GOS) in the genus Pennisetum involving the cultivated species pearl millet (P. glaucum L.) and two wild species, viz. P. squamulatum Fresen and P. orientale L. C. Rich, are reported. Six hybrid plants were recovered after crossing a backcross hybrid (2n = 3x = 23, GGO) between P. glaucum (2n = 2x = 14, GG) and P. orientale (2n = 2x = 18, OO) with F 1s (2n = 6x = 42, GGSSSS) between P. glaucum (2n = 4x = 28, GGGG) and P. squamulatum (2n = 8x = 56, SSSSSSSS). The hybrids were perennial, morphologically intermediate to their parents, and represented characters from the three contributing species. The hybrids contained 2n = 44 chromosomes (GGGSSO) representing 21, 14 and nine chromosomes from P. glaucum, P. squamulatum and P. orientale, respectively. Meiotic and flow-cytometric analysis suggested origin of these hybrids from unreduced female and reduced male gametes. Average chromosome configuration (8.42 I + 14.32 II + 1.62 III + 0.52 IV) at Meiosis showed limited inter-genomic pairing indicating absence of significant homology between the three genomes. The hybrids were male sterile (except one) and highly aposporous. P. orientale was identified to induce apospory in hybrid background with P. glaucum at diploid and above levels, though it was quantitatively affected by genomic doses from sexual parent. A case of inducible and recurrent apospory is presented whereby a transition from Polygonum-type sexual embryo-sacs to Panicum-type aposporous embryo-sacs was observed in diploid interspecific hybrids. Results supported independent origin and partitioning of the three apomixis-components (apomeiosis, parthenogenesis, and functional endosperm development), reported for the first time in Pennisetum. Potential utilization of GOS hybrids in understanding genome interactions involved in complex traits, such as perenniality and apomixis, is discussed.","2010","2015-06-03 03:18:38","2015-06-04 11:55:15","","261-281","","2","174","","","","","","","","","","English","","","Scopus","","","","","","","","ALL(perennial W/1 grain) AND DOCTYPE(ar); Apomixis; Apospory; Endosperm; Interspecific hybridization; Panicum; Parthenogenesis; Pennisetum; Pennisetum glaucum; Pennisetum orientale; Pennisetum squamulatum; Perenniality; Polygonum; Polygonum glaucum; Polygonum orientale; relevant; Scopus; search.grain; SPV","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
